code,name,country,city,state,city_code
UNN,Ranong Airport,TH,Ranong,Ranong,UNN
UNR,Underkhaan,MN,Undurkhaan,Hentiy,UNR
UNS,Umnak,US,Unalaska,Alaska,UMB
UNT,Baltasound,GB,,,UNT
UNU,Dodge County,US,Juneau,Alaska,UNU
UOA,Mururoa Airstrip,PF,,,UOA
UOL,Buol,ID,Kali,Central Sulawesi,UOL
UON,Muong Sai,LA,Muang Xay,Oudomxai,UON
UOS,Franklin County,US,Sewanee,Tennessee,UOS
UOX,University-Oxford,US,University,Mississippi,UOX
UPA,Punta Alegre,CU,Chambas,Ciego de Avila,UPA
UPB,Playa Baracoa,CU,Bauta,Artemisa,UPB
UPG,Sultan Hasanuddin International Airport,ID,Makassar,South Sulawesi,UPG
UPL,Upala,CR,Bijagua,Alajuela,UPL
UPN,Licenciado y General Ignacio Lopez Rayon Airport,MX,Uruapan,Michoacan,UPN
UPP,Upolu Point,US,Hawi,Hawaii,UPP
UPR,Upiara,PG,,,UPR
UPV,Upavon,GB,Rushall,England,UPV
UQE,Queen,US,,,UQE
URA,Uralsk Airport,KZ,Oral,Batys Qazaqstan,URA
URB,Ernesto Pochler,BR,Castilho,Sao Paulo,URB
URC,Urumqi Diwopu International Airport,CN,,,URC
URD,Burg Feuerstein,DE,Ebermannstadt,Bavaria,URD
URE,Kuressaare Airport,EE,Kuressaare,Saare,URE
URG,Ruben Berta Airport,BR,Uruguaiana,Rio Grande do Sul,URG
URI,Uribe,CO,Mesetas,Meta,URI
URJ,Uraj Airport,RU,Uray,Khanty-Mansiyskiy Avtonomnyy Okrug,URJ
URM,Uriman,VE,,,URM
URN,Urgoon,AF,Urgun,Paktika,URN
URO,Boos,FR,Boos,Haute-Normandie,URO
URR,Urrao,CO,Urrao,Antioquia,URR
URS,Kursk Vostochny Airport,RU,Kursk,Kursk,URS
URT,Surat Thani Airport,TH,Phunphin,Surat Thani,URT
URU,Uroubi,PG,Popondetta,Northern Province,URU
URY,Gurayat Airport,SA,Al Qurayyat,Al Jawf,URY
URZ,Uruzgan,AF,Uruzgan,Oruzgan,URZ
USA,Concord-Padgett Regional Airport,US,Harrisburg,North Carolina,USA
USC,Union County Airport,US,Union,South Carolina,USC
USH,Malvinas Argentinas International Airport,AR,Ushuaia,Tierra del Fuego Province,USH
USI,Mabaruma,GY,Mabaruma,Barima-Waini,USI
USJ,Usharal,KZ,Sarkand,Almaty Oblysy,USJ
USK,Usinsk Airport,RU,Usinsk,Komi Republic,USK
USL,Useless Loop,AU,Carnarvon,Western Australia,USL
USM,Koh Samui Airport,TH,Ko Samui,Surat Thani,USM
USN,Ulsan Airport,KR,Ulsan,Ulsan,USN
USO,Usino,PG,,,USO
USQ,Usak,TR,Usak,Usak,USQ
USR,Ust-Nera Airport,RU,Ust-Nera,Sakha,USR
USS,Sancti Spiritus,CU,Sancti Spiritus,Sancti Spiritus,USS
UST,St. Augustine Airport,US,Villano Beach,Florida,UST
USU,Busuanga Airport,PH,,,USU
UTA,Mutare,ZW,Mutare,Manicaland,UTA
UTB,Muttaburra,AU,,,UTB
UTC,Soesterberg,NL,De Bilt,Utrecht,UTC
UTD,Nutwood Downs,AU,,,UTD
UTG,Quthing,LS,Quthing,Quthing,UTG
UTH,Udon Thani International Airport,TH,Udon Thani,Changwat Udon Thani,UTH
UTI,Utti,FI,Kouvola,Kymenlaakso,UTI
UTK,Utirik Island,MH,Utrik,Utrik Atoll,UTK
UTL,Torremolinos,ES,Torremolinos,Andalusia,UTL
UTM,Tunica Municipalcipal Airport,US,Tunica,Mississippi,UTM
UTN,Upington Airport,ZA,Upington,Northern Cape,UTN
UTO,Indian Mountain AFS,US,,,UTO
UTP,Utapao Airport,TH,Ban Chang,Rayong,UTP
UTR,Uttaradit,TH,Uttaradit,Uttaradit,UTR
UTS,Ust-Tsilma,RU,Ust-Tsilma,Komi Republic,UTS
UTT,Umtata Airport,ZA,Mthatha,Eastern Cape,UTT
UTU,Ustupo,PA,El Porvenir,Guna Yala,UTU
UTW,Queenstown,ZA,Queenstown,Eastern Cape,UTW
UUA,Bugulma Airport,RU,Bugul'ma,Tatarstan,UUA
UUD,Ulan-Ude Airport,RU,Zarechnyy,Respublika Buryatiya,UUD
UUK,Kuparuk,US,,,UUK
UUN,Baruun-Urt,MN,Baruun-Urt,Suhbaatar,UUN
UUS,Yuzhno-Sakhalinsk Airport,RU,Yuzhno-Sakhalinsk,Sakhalin,UUS
UUU,Manumu,PG,,,UUU
UVA,Garner Field,US,Uvalde,Texas,UVA
UVE,Ouvea Airport,NC,Fayaoue,Loyalty Islands,UVE
UVF,Hewanorra Airport,LC,Vieux Fort,Vieux-Fort,SLU
UVI,União da Vitória Airport,BR,Porto Uniao,Santa Catarina,UVI
UVL,Kharga,EG,Al Kharijah,Muhafazat al Wadi al Jadid,UVL
UVO,Uvol,PG,,,UVO
UWA,Ware,US,Ware,Massachusetts,UWA
UYL,Nyala,SD,Nyala,Southern Darfur,UYL
UYN,Yulin Yuyang Airport,CN,Yulin,Shaanxi,UYN
UYU,Uyuni,BO,Uyuni,Potosi,UYU
UZC,Uzice-Ponikve,RS,Bajina Basta,Central Serbia,UZC
UZH,Unayzah,SA,Unaizah,Al-Qassim,UZH
UZM,Hope Bay,CA,,,UZM
UZR,Urzhar Airport,KZ,Urzhar,East Kazakhstan,UZR
UZU,Curuzu Cuatia,AR,Curuzu Cuatia,Corrientes,UZU
VAA,Vaasa Airport,FI,Ristinummi,Ostrobothnia,VAA
VAB,Yavarate,CO,Mitu,Vaupes,VAB
VAC,Varrelbusch,DE,Garrel,Lower Saxony,VAC
VAD,Moody AFB,US,,,VLD
VAF,Chabeuil,FR,Malissard,Rhone-Alpes,VAF
VAG,Major-Brigadeiro Trompowsky Airport,BR,Varginha,Minas Gerais,VAG
VAH,Vallegrande,BO,Vallegrande,Santa Cruz,VAH
VAI,Vanimo Airport,PG,Vanimo,Sandaun,VAI
VAK,Chevak Airport,US,,,VAK
VAL,Valenca,BR,Valenca,Bahia,VAL
VAM,Villa International Airport Maamigili,MV,Mahibadhoo,North Central,VAM
VAN,Van Ferit Melen Airport,TR,Van,Van,VAN
VAO,Suavanao Airstrip,SB,,,VAO
VAP,Valparaiso,CL,Valparaiso,Valparaiso,VAP
VAQ,Vanavara Airport,RU,Vanavara,,VAW
VAR,Varna Airport,BG,Aksakovo,Varna,VAR
VAS,Sivas Airport,TR,Sivas,Sivas,VAS
VAT,Vatomandry,MG,Andovoranto,Atsinanana,VAT
VAU,Vatukoula,FJ,,,VAU
VAV,Lupepau'u Airport,TO,Neiafu,Vava`u,VAV
VAW,Vardoe Airport,NO,Vuorea,Finnmark Fylke,VAW
VBA,Ann,MM,Minbu,Magway,VBA
VBC,Mandalay Chanmyathazi Airport,MM,Mandalay,Mandalay,VBC
VBG,Vandenberg AFB,US,Lompoc,California,LPC
VBM,Blue Mountain,US,,,VBM
VBP,Bokpyin Airport,MM,Tha Sae,Chumphon,VBP
VBS,Montichiari Airport,IT,Vighizzolo,Lombardy,VRN
VBV,Vanuabalavu,FJ,Alo,Circonscription d'Alo,VBV
VBY,Visby Airport,SE,Visby,Gotland,VBY
VCA,Can Tho Airport,VN,Can Tho,Can Tho,VCA
VCB,View Cove,US,,,VCB
VCC,New Vacaria Airport,BR,Vacaria,,VCC
VCD,Victoria River Downs,AU,Katherine,Northern Territory,VCD
VCE,Venice Marco Polo Airport,IT,Tessera,Veneto,VCE
VCF,Valcheta Airport,AR,Valcheta,Rio Negro,VCF
VCH,Vichadero,UY,Isidoro Noblia,Cerro Largo,VCH
VCL,Chu Lai International Airport,VN,Nui Thanh,Quang Nam,VCL
VCP,Viracopos Airport,BR,Indaiatuba,Sao Paulo,SAO
VCR,Carora,VE,Carora,Lara,VCR
VCS,Con Dao,VN,Vinh Binh,Tien Giang,VCS
VCT,County-Foster,US,Victoria,Texas,VCT
VCV,Southern California Logistics,US,Victorville,California,VCV
VDA,Ovda Airport,IL,Eilat,Southern District,ETH
VDB,Valdres Lufthavn Leirin,NO,Fagernes,Oppland,VDB
VDC,Vitoria Da Conquista Airport,BR,Vitoria da Conquista,Bahia,VDC
VDE,Hierro Airport,ES,Valverde,Canary Islands,VDE
VDH,Dong Hoi Airport,VN,Kwang Binh,Quang Binh,VDH
VDI,Vidalia Municipal Airport,US,Vidalia,Georgia,VDI
VDM,Gobernador Edgardo Castello Airport,AR,Viedma,Rio Negro,VDM
VDO,Van Don,VN,Cam Pha Mines,Quang Ninh,VDO
VDP,Valle De Pascua,VE,Valle de La Pascua,Guarico,VDP
VDR,Villa Dolores,AR,Villa Dolores,Cordoba,VDR
VDS,Vadso Airport,NO,Vadso,Finnmark Fylke,VDS
VDU,Tom O'Connor Oilfield,US,Refugio,Texas,RFG
VDY,Jindal,IN,Sandur,Karnataka,VDY
VDZ,Valdez Municipal Airport,US,Valdez,Alaska,VDZ
VEE,Venetie,US,Eielson Air Force Base,Alaska,VEE
VEG,Maikwak,GY,Mahdia,Potaro-Siparuni,VEG
VEL,Vernal Regional Airport,US,Naples,Utah,VEL
VEO,Severo-Yeniseyskiy Airport,RU,,,VEO
VER,Veracruz International Airport,MX,Hacienda Sotavento,Veracruz,VER
VEV,Barakoma,SB,Buala,Isabel,VEV
VEX,Tioga Municipal Airport,US,Mansfield,Pennsylvania,VEX
VEY,Vestmannaeyjar,IS,Vestmannaeyjar,South,VEY
VFA,Victoria Falls Airport,ZW,Victoria Falls,Matabeleland North,VFA
VGA,Vijayawada Airport,IN,Gannavaram,Andhra Pradesh,VGA
VGD,Vologda Airport,RU,Vologda,Vologda,VGD
VGG,Vangrieng,LA,Tolga,Hedmark,VGG
VGO,Vigo Airport,ES,Redondela,Galicia,VGO
VGS,General Villegas,AR,General Villegas,Buenos Aires,VGS
VGT,North Air Terminal,US,Paradise,Nevada,LAS
VGZ,Villagarzon,CO,Villagarzon,Putumayo,VGZ
VHC,Saurimo,AO,Saurimo,Lunda Sul,VHC
VHM,Vilhelmina Airport,SE,Vilhelmina,Vaesterbotten,VHM
VHN,Culberson County,US,Van Horn,Texas,VHN
VHV,Verhnevilyuisk,RU,Verkhnevilyuysk,Sakha,VHV
VHY,Charmeil,FR,Creuzier-le-Vieux,Auvergne,VHY
VHZ,Vahitahi,PF,,,VHZ
VIA,Vienna,BR,Videira,Santa Catarina,VIA
VIB,Villa Constitucion,MX,Ciudad Constitucion,Baja California Sur,VIB
VIC,Trissino,IT,,,VIC
VIE,Vienna International Airport,AT,Fischamend Dorf,Lower Austria,VIE
VIF,Vieste,IT,Vieste,Apulia,VIF
VIG,El Vigia,VE,El Vigia,Merida,VIG
VIH,Rolla National,US,Belle,Missouri,VIH
VII,Vinh Airport,VN,Hung Nguyen,Nghe An,VII
VIJ,Virgin Gorda Airport,VG,Tortola,,VIJ
VIK,Airstrip,US,,,VIK
VIL,Dakhla Airport,MA,Dakhla,Oued Ed-Dahab-Lagouira,VIL
VIN,Havryshivka Vinnytsia International Airport,UA,Vinnytsya,Vinnyts'ka,VIN
VIP,PAYERNE Airport,CH,Payerne,,VIP
VIQ,Viqueque,TL,Viqueque,Viqueque,VIQ
VIR,Virginia,ZA,Durban,KwaZulu-Natal,DUR
VIS,Visalia,US,Goshen,California,VIS
VIT,Vitoria Airport,ES,Salvatierra,Basque Country,VIT
VIU,Viru Harbour Airstrip,SB,Gizo,Western Province,VIU
VIV,Vivigani,PG,,,VIV
VIX,Eurico de Aguiar Salles Airport,BR,Vila Velha,Espirito Santo,VIX
VIY,Villa Coublay,FR,Velizy-Villacoublay,Ile-de-France,PAR
VJB,Xai Xai,MZ,Xai-Xai,Gaza,VJB
VJI,Virginia Highlands,US,Abingdon,Virginia,VJI
VJQ,Gurue,MZ,Mutuali,Nampula,VJQ
VKG,Rach Gia Airport,VN,Rach Gia,Kien Giang,VKG
VKO,Vnukovo Airport,RU,Vnukovo,Moskovskaya,MOW
VKS,Vicksburg,US,Vicksburg,Mississippi,VKS
VKT,Vorkuta Airport,RU,Vorkuta,Komi Republic,VKT
VKV,Vaskovo Airport,RU,Arkhangelsk,,VKV
VKW,West Kavik,US,,,VKW
VLA,Vandalia,US,Vandalia,Illinois,VLA
VLC,Valencia Airport,ES,,,VLC
VLD,Valdosta Regional Airport,US,Valdosta,Georgia,VLD
VLE,J t Robidoux,US,Grand Canyon Village,Arizona,VLE
VLG,Villa Gesell,AR,Mar del Plata,Buenos Aires,VLG
VLI,Bauerfield Airport,VU,,,VLI
VLK,Volgodonsk,RU,Tsimlyansk,Rostov,VLK
VLL,Valladolid Airport,ES,Villanubla,Castille and Leon,VLL
VLM,Villamontes,BO,Villamontes,Tarija,VLM
VLN,Arturo Michelena International Airport,VE,Los Guayos,Carabobo,VLN
VLO,Stolport,US,Vallejo,California,VLO
VLP,Vila Rica,BR,Conceicao do Araguaia,Para,VLP
VLR,Vallenar,CL,Vallenar,Atacama,VLR
VLS,Valesdir,VU,Port-Vila,Shefa,VLS
VLU,Velikiye Luki,RU,Velikiye Luki,Pskov,VLU
VLV,Carvajal,VE,Valera,Trujillo,VLV
VLY,Anglesey Airport,GB,Valley,Wales,VLY
VME,Villa Mercedes,AR,Villa Mercedes,San Luis,VME
VMI,INC,PY,Porto Murtinho,Mato Grosso do Sul,VMI
VMU,Baimuru,PG,,,VMU
VNA,Saravane,LA,Salavan,Salavan,VNA
VNC,Venice Municipalcipal,US,South Venice,Florida,VNC
VND,Vangaindrano,MG,Vangaindrano,Atsimo-Atsinanana,VND
VNE,Meucon,FR,Vannes,Brittany,VNE
VNG,Viengxay,LA,Vangviang,Vientiane,VNG
VNO,Vilnius International Airport,LT,Naujamiestis,Vilnius County,VNO
VNR,Vanrook,AU,,,VNR
VNS,Lal Bahadur Shastri International Airport,IN,Baragaon,Uttar Pradesh,VNS
VNT,Ventspils International Airport,LV,,,VNT
VNX,Vilanculos Airport,MZ,Maxixe,Inhambane,VNX
VNY,Van Nuys Airport,US,Northridge,California,LAX
VOD,Vodochody,CZ,,,PRG
VOG,Volgograd International Airport,RU,Gumrak,Volgograd,VOG
VOH,Vohemar,MG,Sambava,Sava,VOH
VOI,Voinjama,LR,Voinjama,Lofa,VOI
VOK,Volk Field,US,New Lisbon,Wisconsin,VOK
VOL,Nea Anchialos,GR,Nea Ionia,Thessaly,VOL
VOT,Votuporanga,BR,Votuporanga,Sao Paulo,VOT
VOZ,Voronezh Airport,RU,Podgornoye,Voronezj,VOZ
VPE,Ondjiva,AO,Ondjiva,Cunene,VPE
VPG,Vipingo,KE,Takaungu,Kilifi,VPG
VPN,Vopnafjordur,IS,Egilsstadir,East,VPN
VPS,Destin Fort Walton Beach Airport,US,Eglin Village,Florida,VPS
VPY,Chimoio Airport,MZ,Chimoio,Manica,VPY
VPZ,Porter County,US,Valparaiso,Indiana,VPZ
VQQ,Cecil Field,US,Jacksonville,Florida,JAX
VQS,Antonio Rivera Rodriguez Airport,PR,Esperanza,Vieques Municipality,VQS
VRA,Juan Gualberto Gomez Airport,CU,Matanzas,Matanzas,VRA
VRB,Vero Beach Municipal Airport,US,Vero Beach,Florida,VRB
VRC,Virac Airport,PH,Calatagan,Bicol,VRC
VRE,Vredendal,ZA,Vredendal,Western Cape,VRE
VRI,Varandey,RU,Parma,Komi Republic,VRI
VRK,Varkaus,FI,Varkaus,Northern Savo,VRK
VRL,Vila Real Airport,PT,Vila Real,Vila Real,VRL
VRN,Verona Villafranca Airport,IT,Dossobuono,Veneto,VRN
VRO,Kawama,CU,Varadero,Matanzas,VRO
VRS,Versailles,US,Versailles,Missouri,VRS
VRU,Vryburg,ZA,Vryburg,North-West,VRU
VRY,Stolport (Not operational),NO,Sorland,Nordland,VRY
VRZ,Lavras Airport,BR,Lavras,,VRZ
VSA,Carlos Rovirosa Perez International Airport,MX,El Bajio,Tabasco,VSA
VSE,Viseu Airport,PT,Viseu,Viseu,VSE
VSF,State,US,Springfield,Massachusetts,VSF
VSG,Lugansk,UA,Luhansk,Luhansk,VSG
VSK,Vista Field,US,Kennewick,Washington,VSK
VSO,Phuoclong,VN,Thi Tran Phuoc Long,Bac Lieu,VSO
VST,Vasteras/Hasslo Airport,SE,Vasteras,Vaestmanland,STO
VSV,Shravasti Airport,IN,Shravasti,Uttar Pradesh,VSV
VTA,Victoria,HN,Las Vegas,Yoro,VTA
VTB,Vitebsk,BY,Vitebsk,Vitebsk,VTB
VTE,Wattay International Airport,LA,Si Chiang Mai,Nong Khai,VTE
VTF,Vatulele,FJ,Nadi,Western,VTF
VTG,Vung Tau,VN,Vung Tau,Ba Ria-Vung Tau,VTG
VTL,Vittel,FR,Vittel,Lorraine,VTL
VTM,Nevatim AFB,IL,Dimona,Southern District,VTM
VTN,Miller Field,US,Valentine,Nebraska,VTN
VTU,Las Tunas,CU,Las Tunas,Las Tunas,VTU
VTZ,Vishakhapatnam Airport,IN,Gajuwaka,Andhra Pradesh,VTZ
VUP,Valledupar Airport,CO,Valledupar,Cesar,VUP
VUS,Velikij Ustyug Airport,RU,Velikiy Ustyug,Vologda,VUS
VUU,Mvuu Camp,MW,Blantyre,Southern Region,VUU
VVB,Mahanoro,MG,Mahanoro,Atsinanana,VVB
VVC,La Vanguardia Airport,CO,Villavicencio,Meta,VVC
VVI,Viru Viru International Airport,BO,La Belgica,Santa Cruz,SRZ
VVK,Vastervik,SE,Vaestervik,Kalmar,VVK
VVN,Malvinas,PE,Pangoa,Cusco,VVN
VVO,Vladivostok International Airport,RU,Artem,Primorskiy,VVO
VVZ,Illizi Airport,DZ,Illizi,Illizi,VVZ
VXC,Lichinga Airport,MZ,Lichinga,Niassa,VXC
VXE,Cesaria Evora International Airport,CV,Mindelo,Sao Vicente,VXE
VXO,Vaxjo Airport,SE,Vaexjoe,Kronoberg,VXO
VYD,Vryheid,ZA,Vryheid,KwaZulu-Natal,VYD
VYI,Vilyuisk,RU,Vilyuysk,Sakha,VYI
VYS,Illinois Valley Regnl,US,Peru,Illinois,VYS
WAA,Wales Airport,US,,,WAA
WAB,Wabag,PG,,,WAB
WAC,Waca,ET,Areka,"Southern Nations, Nationalities, and People's Region",WAC
WAD,Andriamena,MG,,,WAD
WAE,Wadi Ad Dawasir Airport,SA,As Sulayyil,Ar Riyad,WAE
WAF,Wana,PK,Wana,Federally Administered Tribal Areas,WAF
WAG,Wanganui Airport,NZ,Wanganui,Manawatu-Wanganui,WAG
WAH,Wahpeton,US,Wahpeton,North Dakota,WAH
WAI,Antsohihy,MG,,,WAI
WAJ,Wawoi Falls,PG,,,WAJ
WAK,Ankazoabo,MG,Ankazoabo,Atsimo-Andrefana,WAK
WAL,Wallops Flight Center,US,Chincoteague,Virginia,WAL
WAM,Ambatondrazaka,MG,Ambatondrazaka,Alaotra Mangoro,WAM
WAN,Waverney,AU,,,WAN
WAO,Wabo,PG,Ihu,Gulf,WAO
WAP,Alto Palena,CL,Palena,Los Lagos,WAP
WAQ,Antsalova,MG,,,WAQ
WAR,Waris,ID,Banda,Papua,WAR
WAT,Waterford,IE,Waterford,Munster,WAT
WAU,Wauchope,AU,Port Macquarie,New South Wales,WAU
WAV,Kalkgurung,AU,,,WAV
WAW,Frederic Chopin Airport,PL,Wlochy,Masovian Voivodeship,WAW
WAX,Zuwarah,LY,Zuwarah,An Nuqat al Khams,WAX
WAY,Greene County,US,Waynesboro,Pennsylvania,WAY
WAZ,Warwick,AU,Warwick,Queensland,WAZ
WBA,Wahai,ID,Wahai,Maluku,WBA
WBB,Stebbins Airport,US,,,WBB
WBC,Wapolu,PG,,,WBC
WBD,Befandriana,MG,,,WBD
WBE,Bealanana,MG,Bealanana,Sofia,WBE
WBG,Schleswig-jagel,DE,Jagel,Schleswig-Holstein,WBG
WBI,Broker Inn,US,,,WBU
WBK,Community,US,West Branch,Michigan,WBK
WBM,Wapenamanda Airport,PG,,,WBM
WBN,Cummings Park,US,Woburn,Massachusetts,WBN
WBO,Beroroha,MG,,,WBO
WBQ,Beaver,US,Fairbanks,Alaska,WBQ
WBR,Big Rapids,US,Big Rapids,Michigan,WBR
WBU,Boulder Municipal,US,,,WBU
WBW,Wilkes-Barre/Wyoming Valley,US,Wilkes-Barre,Pennsylvania,AVP
WCA,Gamboa,CL,Castro,Los Lagos,WCA
WCD,Carosue Dam Airport,AU,Stoneville,Western Australia,WCD
WCH,Chaiten,CL,Chaiten,Los Lagos,WCH
WCR,Chandalar,US,Ester,Alaska,WCR
WDA,Wadi Ain,YE,Al Hajab,Shabwah,WDA
WDB,Deep Bay,US,,,WDB
WDG,Enid Woodring Mun.,US,Enid,Oklahoma,WDG
WDH,Hosea Kutako International Airport,,,,WDH
WDI,Wondai,AU,Wondai,Queensland,WDI
WDN,Waldron Island,US,,,WDN
WDR,Winder,US,Winder,Georgia,WDR
WDS,Shiyan Wudangshan Airport,CN,Luancheng,Hebei,WDS
WDY,Kodiak Fss,US,Kodiak,Alaska,ADQ
WEA,Parker County,US,Weatherford,Texas,WEA
WED,Wedau,PG,,,WED
WEF,Weifang Airport,CN,Weifang,Shandong Sheng,WEF
WEH,Weihai International Airport,CN,Dashuipo,Shandong Sheng,WEH
WEI,Weipa Airport,AU,Weipa,Queensland,WEI
WEL,Welkom,ZA,Welkom,Orange Free State,WEL
WEP,Weam,PG,Kwikila,Central Province,WEP
WES,Weasua Airport,LR,Bopolu,Gbarpolu,WES
WET,Wagethe,ID,Bomomani,Papua,WET
WEW,Wee Waa,AU,Narrabri,New South Wales,WEW
WFB,Waterfront SPB,US,,,KTN
WFD,Woodford,GB,Adlington,England,WFD
WFI,Fianarantsoa,MG,Fianarantsoa,Upper Matsiatra,WFI
WFK,Frenchville,US,Madawaska,Maine,WFK
WGA,Wagga Wagga Airport,AU,Forest Hill,New South Wales,WGA
WGB,Bahawalnagar,PK,Bahawalnagar,Punjab,WGB
WGC,Warangal,IN,Warangal,Telangana,WGC
WGE,Walgett,AU,Lightning Ridge,New South Wales,WGE
WGN,Waitangi,NZ,Dargaville,Northland,WGN
WGO,Winchester Regional,US,Winchester,Virginia,WGO
WGP,Waingapu Airport,ID,Mangga Dua,East Nusa Tenggara,WGP
WGT,Wangaratta,AU,Wangaratta,Victoria,WGT
WGU,Wagau,PG,,,WGU
WGY,Wagny,GA,Acurenam,Centro Sur,WGY
WHA,Wuhu Xuanzhou Airport,CN,Xinfeng,Anhui Sheng,WHA
WHB,Eliwana Airport,AU,Eliwana,Western Australia,WHB
WHD,SPB,US,,,WHD
WHF,Wadi Halfa,SD,Abu Sunbul,Aswan,WHF
WHH,Hiltons Har H,US,,,WBU
WHK,Whakatane Airport,NZ,Whakatane,Bay of Plenty,WHK
WHL,Welshpool,AU,Morwell,Victoria,WHL
WHN,Wuhan Hannan General Airport,CN,Wuhan,,WHN
WHO,Franz Josef,NZ,Hokitika,West Coast,WHO
WHP,Whiteman,US,Los Angeles,California,LAX
WHS,Whalsay,GB,Shetland,Scotland,WHS
WHT,Wharton,US,Wharton,Texas,WHT
WHU,Wuhu,CN,Jinghu,Anhui Sheng,WHU
WIB,Wilbarger County,US,Pekanbaru,Riau,WIB
WIC,Wick Airport,GB,Wick,Scotland,WIC
WIE,Air Base,DE,Wiesbaden,Hesse,WIE
WIK,Surfdale,NZ,Pakuranga,Auckland,WIK
WIL,Wilson Airport,KE,Nairobi,Nairobi Area,NBO
WIN,Winton Airport,AU,Hughenden,Queensland,WIN
WIO,Wilcannia,AU,Broken Hill,New South Wales,WIO
WIR,Wairoa,NZ,Wairoa,Hawke's Bay,WIR
WIT,Wittenoom,AU,,,WIT
WIU,Witu,PG,Kimbe,West New Britain,WIU
WJA,Woja,MH,Airuk,Ailinglaplap Atoll,WJA
WJF,William J Fox,US,Lancaster,California,WJF
WJR,Wajir Airport,KE,Wajir,Wajir,WJR
WJU,Wonju Airport,KR,Wonju,Gangwon-do,WJU
WKA,Wanaka,NZ,Wanaka,Otago,WKA
WKB,Warracknabeal,AU,Horsham,Victoria,WKB
WKF,Waterkloof AFB,ZA,Colesberg,Northern Cape,PRY
WKI,Hwange,ZW,Hwange,Matabeleland North,WKI
WKJ,Hokkaido Airport,JP,Makubetsu,Hokkaido,WKJ
WKK,Aleknagik,US,,,WKK
WKL,Waikoloa Airport,US,Kalaoa,Hawaii,WKL
WKN,Wakunai,PG,Arawa,Bougainville,WKN
WKR,Walker's Cay,BS,High Rock,East Grand Bahama,WKR
WLA,Wallal,AU,,,WLA
WLB,Labouchere Bay,US,,,WLB
WLC,Walcha,AU,Enmore,New South Wales,WLC
WLD,Arkansas City,US,Winfield,Kansas,WLD
WLE,Miles Airport,AU,Westcourt,Queensland,WLE
WLG,Wellington International Airport,NZ,Wellington,Wellington,WLG
WLH,Walaha,VU,Saratamata,Penama,WLH
WLK,Selawik Airport,US,,,WLK
WLL,Wollogorang,AU,Mount Isa,Queensland,WLL
WLM,Waltham,US,Waltham,Massachusetts,WLM
WLN,Little Naukati,US,,,WLN
WLO,Waterloo,AU,,,WLO
WLP,West Angelas Airport,AU,Tom Price,Western Australia,WLP
WLR,Loring,US,,,WLR
WLS,Wallis Island Airport,WF,Mata-Utu,Circonscription d'Uvea,WLS
WLW,Glenn County,US,Rancho Tehama Reserve,California,WLW
WMA,Mandritsara,MG,Antsirabe Afovoany,Sofia,WMA
WMB,Warrnambool,AU,Warrnambool,Victoria,WMB
WMC,Winnemucca,US,Winnemucca,Nevada,WMC
WMD,Mandabe,MG,Beroroha,Atsimo-Andrefana,WMD
WME,Mount Keith,AU,,,WME
WMH,Mountain Home,US,Mountain Home,Arkansas,WMH
WMI,Warsaw-Modlin Airport,PL,Zakroczym,Masovian Voivodeship,WAW
WMK,SPB,US,,,WMK
WML,Malaimbandy,MG,,,WML
WMN,Maroantsetra,MG,Maroantsetra,Analanjirofo,WMN
WMO,White Mountain Airport,US,Nome,Alaska,WMO
WMP,Mampikony,MG,Tsaratanana,Betsiboka,WMP
WMR,Mananara,MG,Mananara,Analanjirofo,WMR
WMT,Zunyi Maotai Airport,CN,Daba,Guizhou Sheng,WMT
WMV,Madirovalo,MG,Ambato Boeny,Boeny,WMV
WMX,Wamena Airport,ID,Wurigelebur,Papua,WMX
WNA,Napakiak Sea Plane Base,US,,,WNA
WNC,Naukati Bay SPB,US,,,WNC
WND,Windarra,AU,,,WND
WNE,Wora Na Ye,GA,Omboue,Ogooue-Maritime,WNE
WNH,Wenshan Puzhehei Airport,CN,Wenshan City,Yunnan,WNH
WNI,Matahora Airport,ID,Katabu,Sulawesi Tenggara,WNI
WNN,Wunnummin Lake Airport,CA,,,WNN
WNP,Naga Airport,PH,San Agustin,Bicol,WNP
WNR,Windorah,AU,,,WNR
WNS,Nawabshah,PK,Nawabshah,Sindh,WNS
WNU,Wanuma,PG,Madang,Madang,WNU
WNZ,Wenzhou Longwan International Airport,CN,Qidu,Zhejiang Sheng,WNZ
WOA,Wonenara,PG,,,WOA
WOD,Wood River,US,Wood River,Illinois,WOD
WOE,Woensdrecht,NL,Woensdrecht,North Brabant,WOE
WOG,Woodgreen Airport,AU,,,WOG
WOK,Wonken,VE,Santa Elena de Uairen,Bolivar,WOK
WOL,Wollongong,AU,Albion Park Rail,New South Wales,WOL
WON,Wondoola,AU,,,WON
WOO,Woodchopper,US,,,WOO
WOR,Moramba,MG,,,WOR
WOS,Wonsan,KP,,,WOS
WOT,Wonan,TW,Ma-kung,Taiwan,WOT
WOW,Willow,US,Willow,Alaska,WOW
WPA,Puerto Aisen,CL,Puerto Aisen,Aisen,WPA
WPB,Port Berge,MG,Antsohihy,Sofia,WPB
WPC,Pincher Creek,CA,,,WPC
WPK,Wrotham Park,AU,Mareeba,Queensland,WPK
WPL,Powell Lake,CA,,,WPL
WPM,Wipim,PG,,,WPM
WPO,North Fork Valley,US,Paonia,Colorado,WPO
